"","danceability","energy","instrumentalness","liveness","mode","speechiness","tempo","valence","like"
"1127",0.779,0.659,0,0.128,1,0.0808,95.003,0.924,0
"490",0.666,0.811,0.0614,0.0588,0,0.0357,124.954,0.955,1
"1037",0.521,0.805,0.000219,0.33,1,0.0289,141.967,0.549,0
"932",0.373,0.63,0,0.107,1,0.0461,115.942,0.357,1
"70",0.857,0.831,0,0.154,1,0.0995,106.059,0.251,1
"1079",0.694,0.815,0,0.0924,1,0.12,88.931,0.826,0
"1700",0.581,0.86,0,0.305,1,0.036,122.941,0.48,0
"594",0.748,0.703,0.0036,0.0635,1,0.0663,110.615,0.618,1
"231",0.818,0.528,0,0.131,0,0.0716,120.368,0.895,1
"294",0.736,0.68,5.49e-06,0.116,1,0.342,149.902,0.601,1
"1208",0.612,0.84,0,0.116,0,0.0509,129.042,0.441,0
"1266",0.732,0.606,1.25e-06,0.165,1,0.0313,115.985,0.637,0
"1427",0.54,0.82,0,0.642,1,0.138,78.063,0.516,0
"1426",0.501,0.775,0,0.211,0,0.436,85.929,0.615,0
"211",0.583,0.776,3.81e-05,0.298,1,0.0661,126.536,0.782,1
"1733",0.729,0.914,0.000672,0.156,1,0.041,127.907,0.918,0
"1045",0.409,0.645,0,0.132,0,0.0771,74.923,0.421,0
"1803",0.277,0.604,0,0.365,0,0.062,199.519,0.28,0
"1835",0.632,0.518,0,0.354,1,0.0313,90.007,0.45,0
"460",0.812,0.554,0.698,0.0558,1,0.0567,123.289,0.786,1
"696",0.907,0.643,0.0265,0.105,0,0.0549,124.909,0.363,1
"304",0.688,0.488,0,0.43,0,0.357,69.77,0.708,1
"1383",0.35,0.347,4.37e-06,0.102,1,0.0318,146.661,0.241,0
"382",0.728,0.62,0,0.342,1,0.0434,81.998,0.904,1
"150",0.726,0.583,0.00135,0.122,0,0.23,140.943,0.48,1
"1981",0.682,0.812,0,0.0553,0,0.118,104.891,0.347,0
"795",0.313,0.893,0,0.0877,0,0.0463,127.11,0.709,1
"547",0.759,0.772,0.0687,0.0668,1,0.125,89.245,0.752,1
"280",0.478,0.6,0.808,0.0987,0,0.0356,143.98,0.0635,1
"887",0.59,0.578,0.000162,0.0837,0,0.0528,81.663,0.262,1
"1459",0.677,0.778,0,0.247,0,0.0291,97.97,0.335,0
"986",0.739,0.848,0.824,0.111,0,0.0332,125.02,0.782,1
"1679",0.54,0.661,0,0.125,0,0.0381,90.012,0.509,0
"915",0.606,0.913,0.905,0.326,1,0.0417,146.15,0.82,1
"1286",0.301,0.762,0,0.0822,1,0.0402,161.864,0.208,0
"1944",0.64,0.947,0,0.0656,0,0.102,145.108,0.68,0
"929",0.669,0.904,0.406,0.116,1,0.0598,107.83,0.921,1
"1124",0.725,0.711,0,0.0931,1,0.0335,93.003,0.476,0
"1518",0.428,0.187,0.853,0.103,1,0.0375,108.962,0.171,0
"859",0.334,0.265,0.837,0.168,1,0.0477,113.12,0.0549,1
"870",0.636,0.864,0.887,0.104,0,0.044,123.972,0.611,1
"1366",0.498,0.436,0,0.06,1,0.0304,79.871,0.261,0
"1094",0.792,0.819,0,0.389,1,0.0867,89.98,0.45,0
"1671",0.715,0.721,1.75e-06,0.309,0,0.0541,86.26,0.814,0
"898",0.745,0.894,0.878,0.137,0,0.0448,127.99,0.49,1
"1672",0.67,0.348,0,0.104,1,0.138,113.306,0.81,0
"1551",0.386,0.125,0.878,0.189,0,0.0572,78.553,0.132,0
"1975",0.614,0.873,0.504,0.346,1,0.0616,132.074,0.615,0
"79",0.515,0.217,0.463,0.598,0,0.0351,80.015,0.194,1
"1132",0.561,0.927,2.34e-05,0.529,0,0.0619,152.011,0.562,0
"168",0.704,0.657,0.000118,0.0888,0,0.35,150.058,0.804,1
"1410",0.696,0.521,0,0.0565,0,0.332,100,0.471,0
"1040",0.5,0.622,0,0.327,1,0.0329,83.886,0.293,0
"625",0.794,0.811,1.07e-06,0.101,0,0.038,116.047,0.865,1
"809",0.63,0.374,0.00146,0.107,1,0.177,166.999,0.573,1
"1867",0.644,0.523,0,0.093,1,0.0378,95.966,0.453,0
"1947",0.672,0.709,0.000608,0.083,1,0.0232,98.972,0.652,0
"653",0.683,0.989,0.00108,0.0964,0,0.0616,91.558,0.78,1
"651",0.836,0.817,0,0.114,1,0.0677,112.007,0.658,1
"513",0.727,0.657,0,0.0624,1,0.188,82.553,0.794,1
"776",0.895,0.783,0,0.137,1,0.102,147.65,0.696,1
"799",0.749,0.855,0.164,0.329,1,0.406,128.339,0.61,1
"759",0.85,0.534,0.000893,0.313,1,0.322,98.004,0.963,1
"138",0.788,0.864,0,0.335,1,0.0335,133.295,0.678,1
"1163",0.905,0.596,2.05e-05,0.0897,0,0.118,149.996,0.419,0
"412",0.401,0.661,7.72e-05,0.791,0,0.0462,107.998,0.173,1
"244",0.482,0.96,2.43e-06,0.294,0,0.126,113.263,0.539,1
"1405",0.719,0.478,0.000886,0.0496,1,0.0297,77.996,0.354,0
"1259",0.534,0.933,0,0.159,1,0.0781,174.081,0.783,0
"1311",0.472,0.942,0.823,0.324,0,0.0951,150.005,0.186,0
"856",0.745,0.544,0,0.0975,0,0.0654,125.345,0.776,1
"1952",0.563,0.847,0,0.243,1,0.325,82.757,0.81,0
"430",0.502,0.632,0.054,0.226,0,0.271,82.738,0.207,1
"342",0.464,0.772,0.0088,0.0716,0,0.0397,107.651,0.627,1
"564",0.691,0.737,0.0291,0.127,0,0.0447,108.049,0.675,1
"694",0.651,0.773,0,0.172,0,0.262,129.882,0.418,1
"452",0.568,0.662,0.459,0.317,0,0.257,173.937,0.452,1
"658",0.421,0.8,0.332,0.381,1,0.303,189.935,0.0951,1
"123",0.507,0.934,0.0018,0.222,0,0.188,175.954,0.472,1
"1287",0.459,0.561,0,0.0998,1,0.0271,144.784,0.298,0
"583",0.931,0.606,0.461,0.092,1,0.269,94.018,0.865,1
"1878",0.64,0.864,0,0.123,1,0.0315,102.026,0.735,0
"1422",0.729,0.838,0,0.0721,0,0.313,136.869,0.35,0
"725",0.74,0.798,0.00128,0.305,1,0.146,119.964,0.574,1
"763",0.655,0.704,0.877,0.134,0,0.0413,99.96,0.696,1
"258",0.689,0.83,0,0.0882,1,0.0954,140.732,0.822,1
"1530",0.466,0.0753,0.927,0.0984,1,0.0297,87.791,0.0877,0
"1697",0.591,0.866,0,0.146,1,0.0536,86.981,0.496,0
"566",0.736,0.58,0.663,0.101,0,0.0485,140.04,0.144,1
"1730",0.578,0.375,0,0.156,1,0.0272,89.605,0.561,0
"1210",0.842,0.531,1.34e-05,0.0667,1,0.0377,105.013,0.758,0
"1526",0.4,0.144,0.878,0.119,1,0.037,120.329,0.154,0
"91",0.734,0.548,0,0.512,1,0.386,128.289,0.72,1
"1742",0.773,0.801,0,0.111,1,0.0281,98.205,0.8,0
"1652",0.605,0.884,0.000162,0.0501,0,0.0611,125.989,0.364,0
"51",0.74,0.846,0.0624,0.254,1,0.0808,95.995,0.852,1
"208",0.712,0.77,0.548,0.0726,0,0.0345,106.963,0.973,1
"1308",0.404,0.989,0.556,0.536,1,0.184,94.291,0.153,0
"947",0.658,0.568,0.00356,0.105,1,0.0312,128.638,0.881,1
"738",0.333,0.789,0,0.0639,1,0.0782,82.66,0.338,1
"1961",0.191,0.664,1.23e-06,0.353,1,0.0456,203.822,0.545,0
"1578",0.848,0.465,0.0543,0.101,0,0.0524,94.02,0.622,0
"218",0.7,0.986,0.0221,0.963,1,0.0573,123.033,0.64,1
"132",0.634,0.609,0,0.099,1,0.172,83.021,0.659,1
"683",0.514,0.75,0.0285,0.139,1,0.028,86.018,0.551,1
"1327",0.217,0.98,0.00139,0.287,1,0.133,139.024,0.0658,0
"1418",0.37,0.87,0,0.604,1,0.271,79.092,0.334,0
"811",0.54,0.21,0.0765,0.334,0,0.0461,103.081,0.411,1
"1500",0.568,0.69,2.3e-05,0.0815,0,0.0431,130.12,0.044,0
"1437",0.466,0.943,0,0.458,0,0.385,113.457,0.598,0
"871",0.632,0.586,0.581,0.0535,1,0.0284,114.243,0.889,1
"32",0.897,0.642,1.31e-06,0.159,1,0.0534,127.984,0.27,1
"1358",0.385,0.404,1.57e-06,0.113,1,0.029,146.128,0.0703,0
"344",0.388,0.598,0,0.657,0,0.0296,154.78,0.641,1
"1792",0.47,0.271,0,0.106,1,0.0392,129.623,0.396,0
"1849",0.852,0.563,1.96e-05,0.119,0,0.0377,92.112,0.887,0
"956",0.236,0.706,5.43e-06,0.953,1,0.0601,105.624,0.313,1
"1172",0.763,0.671,1.16e-05,0.375,0,0.1,120.06,0.608,0
"1799",0.51,0.708,3.86e-06,0.117,0,0.051,188.058,0.767,0
"1719",0.437,0.802,0,0.0709,1,0.0997,121.387,0.604,0
"1179",0.853,0.56,0,0.0944,1,0.0406,134.066,0.853,0
"1694",0.64,0.533,0,0.0864,1,0.0706,99.968,0.5,0
"1983",0.616,0.908,0.00235,0.0345,0,0.0551,92.984,0.81,0
"189",0.695,0.94,0.8,0.623,1,0.127,100.262,0.337,1
"1508",0.505,0.705,0,0.0815,1,0.0395,126.021,0.309,0
"1083",0.683,0.691,0,0.14,1,0.0432,179.91,0.746,0
"797",0.895,0.517,9.72e-06,0.0511,1,0.101,141.536,0.961,1
"7",0.739,0.472,7.27e-06,0.207,1,0.156,80.03,0.308,1
"290",0.719,0.697,0,0.295,1,0.31,117.123,0.668,1
"1039",0.591,0.577,0,0.162,1,0.0331,156.107,0.52,0
"813",0.51,0.603,0.286,0.0569,0,0.174,139.876,0.094,1
"129",0.735,0.641,0.89,0.168,0,0.0284,105.993,0.886,1
"1823",0.523,0.828,0.000255,0.165,1,0.0762,96.952,0.473,0
"1395",0.597,0.575,0,0.265,1,0.0341,85.018,0.516,0
"1241",0.511,0.815,0,0.09,0,0.048,128.004,0.245,0
"767",0.876,0.675,1.16e-06,0.0667,0,0.146,135.959,0.618,1
"665",0.853,0.578,0,0.095,0,0.2,98.027,0.566,1
"1090",0.685,0.859,0,0.317,0,0.0553,176.018,0.886,0
"52",0.7,0.84,0.112,0.141,0,0.0292,132.475,0.745,1
"1471",0.548,0.811,3.56e-05,0.323,1,0.0475,155.08,0.411,0
"1217",0.441,0.87,3.7e-06,0.0936,1,0.057,134.469,0.281,0
"1653",0.408,0.849,3.04e-05,0.139,0,0.0646,174.029,0.141,0
"1360",0.726,0.889,0.00106,0.0741,0,0.0304,119.983,0.531,0
"1950",0.53,0.445,4.28e-06,0.0423,1,0.0318,77.092,0.495,0
"1846",0.556,0.517,0.00115,0.077,1,0.0287,169.938,0.779,0
"469",0.819,0.777,0.0931,0.0627,0,0.0614,104.651,0.769,1
"804",0.583,0.515,0.000691,0.0931,0,0.0571,115.732,0.621,1
"41",0.731,0.852,0.625,0.358,1,0.0476,125.008,0.622,1
"1588",0.603,0.355,0,0.0952,1,0.0566,111.405,0.441,0
"287",0.234,0.747,0.000176,0.157,0,0.0577,81.805,0.365,1
"1892",0.481,0.94,0,0.0939,1,0.066,96.493,0.643,0
"36",0.667,0.581,0,0.183,0,0.323,110.953,0.372,1
"1391",0.717,0.844,1.93e-05,0.255,0,0.0299,110.023,0.825,0
"1572",0.448,0.0532,0.876,0.0863,1,0.0454,99.757,0.189,0
"1012",0.739,0.665,0,0.0901,0,0.441,139.87,0.357,1
"971",0.413,0.633,0,0.361,1,0.0558,170.016,0.184,1
"980",0.735,0.555,0.856,0.0952,0,0.0366,100.01,0.535,1
"926",0.449,0.962,0.897,0.397,0,0.112,154.979,0.296,1
"301",0.483,0.804,1.6e-06,0.0736,1,0.0501,73.048,0.803,1
"673",0.701,0.914,0.000137,0.169,1,0.129,123.966,0.372,1
"845",0.684,0.486,9.77e-05,0.12,1,0.0385,115.076,0.821,1
"1870",0.52,0.497,0.00785,0.109,1,0.0403,148.895,0.41,0
"1576",0.384,0.0544,0.964,0.115,1,0.0485,181.262,0.301,0
"1408",0.483,0.199,0,0.109,1,0.0586,78.103,0.162,0
"967",0.588,0.596,0,0.0898,1,0.0556,130.346,0.0602,1
"1378",0.657,0.536,0.00432,0.352,1,0.0303,119.95,0.184,0
"1753",0.725,0.487,1.09e-05,0.431,0,0.0368,136.086,0.595,0
"1747",0.683,0.687,0,0.131,0,0.0274,99.035,0.486,0
"1524",0.356,0.0937,0.096,0.209,0,0.0353,86.669,0.259,0
"206",0.767,0.912,0.402,0.0288,1,0.054,144.084,0.496,1
"1187",0.748,0.727,0,0.166,0,0.0871,125.014,0.68,0
"21",0.854,0.719,0.308,0.428,0,0.0655,128.049,0.471,1
"1490",0.629,0.572,0,0.192,0,0.0387,100.015,0.38,0
"1956",0.85,0.623,0.523,0.0395,0,0.034,119.891,0.963,0
"654",0.379,0.782,0.748,0.265,1,0.0358,101.698,0.529,1
"952",0.748,0.623,0,0.15,1,0.0285,105.045,0.194,1
"1599",0.156,0.023,0.338,0.165,1,0.0445,140.715,0.0588,0
"416",0.691,0.71,0.00225,0.0903,0,0.0322,118.006,0.334,1
"688",0.742,0.77,0.0239,0.104,0,0.0514,96.988,0.687,1
"1062",0.685,0.783,0,0.194,1,0.0276,90.008,0.532,0
"251",0.578,0.947,0.0816,0.105,0,0.036,134.034,0.452,1
"1833",0.888,0.815,0.000424,0.127,0,0.0404,127.273,0.96,0
"1299",0.236,0.981,0.874,0.325,1,0.299,160.114,0.129,0
"1637",0.509,0.729,2.73e-05,0.233,1,0.0343,127.871,0.185,0
"80",0.429,0.725,1.54e-05,0.266,1,0.0371,82.925,0.174,1
"1502",0.555,0.645,0,0.079,0,0.0637,140.911,0.195,0
"560",0.325,0.918,0.000288,0.276,1,0.071,95.537,0.184,1
"1280",0.511,0.831,0,0.661,1,0.131,141.971,0.544,0
"610",0.61,0.907,0.698,0.23,0,0.0384,112.007,0.397,1
"411",0.896,0.482,0.033,0.0273,1,0.127,112,0.847,1
"1985",0.904,0.517,0.0147,0.176,0,0.0598,96.999,0.722,0
"149",0.654,0.292,0.0031,0.106,1,0.474,153.547,0.111,1
"1351",0.636,0.802,4.14e-05,0.059,1,0.167,139.815,0.334,0
"207",0.77,0.895,0.897,0.0455,0,0.0488,120.986,0.678,1
"213",0.45,0.782,0.101,0.123,1,0.0364,173.954,0.209,1
"1004",0.497,0.734,0,0.151,1,0.382,139.096,0.382,1
"204",0.567,0.506,0.205,0.103,1,0.0264,116.392,0.354,1
"528",0.791,0.916,0,0.0924,1,0.178,103.709,0.62,1
"2005",0.595,0.975,0,0.102,0,0.364,150.001,0.183,0
"1135",0.616,0.961,0,0.078,0,0.139,114.492,0.531,0
"862",0.592,0.688,0.268,0.0508,1,0.115,102.099,0.927,1
"1306",0.406,0.936,0.242,0.062,0,0.11,139.922,0.26,0
"922",0.418,0.0962,6.61e-05,0.136,1,0.0559,184.721,0.342,1
"1026",0.553,0.743,0,0.0812,1,0.0368,149.962,0.574,0
"1516",0.535,0.107,0.649,0.105,0,0.0323,102.186,0.159,0
"1906",0.671,0.727,0,0.123,1,0.035,102.358,0.82,0
"1207",0.859,0.697,0,0.0761,0,0.0569,117.008,0.875,0
"249",0.569,0.74,2.68e-06,0.134,1,0.283,180.559,0.709,1
"1714",0.531,0.771,0,0.17,1,0.0468,159.973,0.608,0
"1512",0.628,0.694,0,0.0556,0,0.0378,130.057,0.447,0
"659",0.886,0.474,0,0.088,0,0.274,150.068,0.823,1
"648",0.291,0.901,0.627,0.116,0,0.0563,150.052,0.511,1
"1779",0.721,0.723,4.4e-06,0.0651,0,0.0631,88.933,0.769,0
"233",0.614,0.857,0,0.069,0,0.0859,85.125,0.944,1
"1021",0.64,0.196,3.63e-05,0.0978,1,0.0267,143.919,0.273,0
"542",0.821,0.902,0.909,0.0898,1,0.0542,112.98,0.269,1
"481",0.448,0.733,0.0425,0.169,1,0.0292,142.008,0.404,1
"59",0.754,0.442,9.4e-05,0.0622,0,0.127,148.04,0.599,1
"680",0.675,0.617,0,0.19,1,0.256,140.124,0.508,1
"744",0.507,0.63,0.0127,0.293,1,0.0355,130.141,0.559,1
"1016",0.812,0.937,0,0.239,1,0.295,139.997,0.851,1
"775",0.661,0.837,0,0.362,0,0.114,102.831,0.615,1
"1082",0.746,0.794,0,0.0497,1,0.0698,104.827,0.471,0
"970",0.85,0.509,0,0.0759,0,0.378,134.9,0.769,1
"1218",0.688,0.702,0,0.128,0,0.0499,94.006,0.731,0
"477",0.767,0.712,0.00275,0.243,1,0.0564,125.025,0.947,1
"1587",0.89,0.891,0,0.097,1,0.0483,119.993,0.947,0
"1029",0.663,0.656,0.000279,0.117,1,0.0413,120.037,0.555,0
"1664",0.608,0.878,4.83e-06,0.415,1,0.0765,128.069,0.326,0
"928",0.44,0.433,0.811,0.273,0,0.0412,79.952,0.217,1
"829",0.474,0.837,0.0197,0.169,1,0.0514,165.844,0.243,1
"645",0.702,0.504,5.11e-06,0.22,1,0.342,121.374,0.794,1
"1355",0.633,0.926,0.54,0.133,0,0.0971,140.037,0.493,0
"163",0.753,0.708,0.0123,0.0872,0,0.223,115.004,0.445,1
"454",0.791,0.729,0.0126,0.0771,0,0.054,108.274,0.717,1
"13",0.603,0.434,0.0619,0.108,1,0.0342,127.681,0.381,1
"1704",0.862,0.351,0,0.105,1,0.0439,124.964,0.504,0
"627",0.394,0.669,0,0.334,1,0.056,169.929,0.195,1
"710",0.442,0.797,0.293,0.0749,1,0.0349,135.018,0.274,1
"998",0.772,0.612,2.44e-06,0.108,0,0.254,142.911,0.557,1
"570",0.762,0.883,0,0.3,1,0.18,140.974,0.781,1
"896",0.578,0.633,0,0.635,0,0.279,101.534,0.635,1
"1251",0.447,0.89,0,0.0858,1,0.0676,93.894,0.331,0
"2017",0.446,0.915,3.87e-05,0.218,1,0.141,190.013,0.402,0
"1796",0.616,0.709,2.56e-06,0.501,1,0.0312,122.984,0.545,0
"1049",0.434,0.921,0.00209,0.116,0,0.0688,171.945,0.426,0
"608",0.648,0.547,0.0439,0.0826,1,0.0245,141.378,0.851,1
"1221",0.753,0.801,0,0.128,1,0.0296,128.011,0.787,0
"1213",0.579,0.821,0,0.0631,1,0.152,174.063,0.561,0
"1850",0.814,0.431,0,0.335,1,0.0936,129.957,0.546,0
"157",0.777,0.739,0.868,0.109,1,0.039,119.992,0.201,1
"449",0.516,0.66,0,0.0663,0,0.0489,112.065,0.238,1
"212",0.727,0.548,0.526,0.133,1,0.0291,107.826,0.93,1
"655",0.771,0.949,0.602,0.595,1,0.175,111.959,0.372,1
"130",0.746,0.416,7.77e-05,0.12,1,0.0482,132.036,0.216,1
"1853",0.657,0.456,0,0.0922,1,0.0345,115.4,0.181,0
"1372",0.62,0.529,0,0.354,0,0.0353,94.951,0.572,0
"1348",0.329,0.993,0.641,0.342,1,0.0969,116.461,0.372,0
"1865",0.606,0.411,0.00247,0.252,1,0.0316,117.819,0.234,0
"1782",0.319,0.664,0,0.0812,1,0.0357,112.377,0.441,0
"487",0.697,0.68,0.00674,0.125,1,0.0318,98.002,0.288,1
"1924",0.749,0.745,0.00403,0.333,1,0.164,101.972,0.461,0
"381",0.595,0.549,0.835,0.274,0,0.0339,122.199,0.131,1
"1696",0.599,0.677,8.04e-06,0.0612,0,0.035,81.021,0.458,0
"697",0.855,0.898,2.95e-05,0.0563,1,0.061,135.965,0.525,1
"1923",0.622,0.692,0.000158,0.193,1,0.0276,112.053,0.758,0
"1643",0.672,0.785,0.127,0.111,1,0.0346,122.999,0.352,0
"783",0.487,0.68,0.0339,0.144,0,0.0408,94.46,0.076,1
"873",0.833,0.684,0,0.0952,1,0.043,112.7,0.954,1
"1336",0.455,0.973,0.00193,0.365,0,0.132,102.076,0.448,0
"1202",0.62,0.869,0,0.369,1,0.175,151.684,0.769,0
"409",0.85,0.818,0.00135,0.349,1,0.0904,105.266,0.845,1
"326",0.677,0.905,0,0.219,1,0.0721,89.988,0.742,1
"901",0.587,0.841,0.53,0.117,0,0.0476,142.95,0.696,1
"1075",0.641,0.0628,4.08e-06,0.105,1,0.0417,129.004,0.289,0
"1501",0.769,0.631,0,0.114,1,0.0568,100.968,0.501,0
"153",0.658,0.179,0,0.17,1,0.0448,128.128,0.197,1
"908",0.79,0.427,0.446,0.0514,0,0.0541,116.986,0.961,1
"234",0.729,0.527,0,0.382,1,0.0708,126.012,0.23,1
"1330",0.258,0.905,0.000489,0.686,1,0.136,112.94,0.16,0
"125",0.462,0.449,0.000632,0.0993,0,0.0916,209.686,0.748,1
"2007",0.501,0.683,2.7e-06,0.385,0,0.0651,154.901,0.307,0
"703",0.723,0.848,0,0.144,1,0.0833,116.021,0.261,1
"380",0.449,0.416,0.122,0.0778,1,0.0608,140.804,0.118,1
"1467",0.597,0.952,0.145,0.305,0,0.0415,127.907,0.206,0
"993",0.709,0.412,0.000101,0.0814,1,0.488,174.062,0.505,1
"1706",0.631,0.591,0,0.0812,1,0.0333,137.917,0.459,0
"63",0.54,0.945,0.753,0.667,1,0.0406,92.995,0.87,1
"347",0.688,0.587,0.92,0.0421,1,0.046,125.012,0.757,1
"1949",0.511,0.453,0.000212,0.0865,0,0.0314,138.309,0.142,0
"595",0.727,0.235,0.0159,0.0769,1,0.16,127.16,0.59,1
"14",0.762,0.476,0,0.103,1,0.114,130.007,0.367,1
"134",0.704,0.647,1.93e-06,0.101,0,0.171,92.002,0.694,1
"751",0.677,0.64,0.477,0.093,0,0.0428,110.639,0.912,1
"675",0.582,0.884,0,0.0725,0,0.166,150.195,0.67,1
"1928",0.778,0.824,0,0.405,0,0.0712,100.024,0.767,0
"934",0.789,0.682,1.39e-06,0.128,0,0.054,109.988,0.562,1
"1001",0.859,0.624,0.000124,0.184,1,0.0915,149.948,0.628,1
"661",0.76,0.944,0.85,0.363,0,0.0733,123.985,0.294,1
"1629",0.737,0.614,0.0534,0.0682,0,0.4,127.987,0.394,0
"28",0.646,0.837,0.0403,0.316,1,0.134,100.04,0.32,1
"1600",0.294,0.142,0.912,0.0673,1,0.0388,94.296,0.199,0
"1203",0.657,0.827,0.00534,0.065,1,0.0734,145.889,0.698,0
"1119",0.724,0.809,0,0.169,1,0.056,95.037,0.495,0
"1252",0.619,0.733,0,0.176,1,0.0405,100.071,0.507,0
"931",0.286,0.704,0.034,0.192,0,0.0374,145.843,0.185,1
"1151",0.66,0.575,1.59e-06,0.131,0,0.0367,110.091,0.485,0
"1942",0.766,0.725,0,0.0942,1,0.0294,121.797,0.964,0
"848",0.894,0.676,0.348,0.425,1,0.0979,121,0.715,1
"1930",0.633,0.976,1.29e-05,0.382,1,0.0519,142.027,0.471,0
"593",0.937,0.67,0,0.108,1,0.107,136.029,0.592,1
"780",0.707,0.709,0,0.274,0,0.34,89.094,0.497,1
"1174",0.833,0.434,0.0219,0.165,1,0.431,150.062,0.286,0
"269",0.847,0.654,0.0622,0.0674,0,0.113,119.998,0.624,1
"1319",0.39,0.978,0.941,0.12,1,0.289,100.221,0.102,0
"1819",0.694,0.472,0,0.233,1,0.0281,95.002,0.466,0
"943",0.499,0.506,0.941,0.0784,0,0.149,186.328,0.367,1
"717",0.667,0.465,0.00649,0.465,1,0.0339,123.883,0.338,1
"1616",0.623,0.975,0.16,0.0614,0,0.109,125.94,0.247,0
"1230",0.627,0.56,0,0.126,1,0.0667,97.967,0.488,0
"1825",0.5,0.802,0,0.103,1,0.104,174.039,0.743,0
"458",0.646,0.947,0,0.283,1,0.119,164.111,0.957,1
"1793",0.758,0.699,0,0.0643,1,0.051,95.011,0.724,0
"1860",0.513,0.274,9.27e-06,0.1,1,0.0289,129.834,0.381,0
"1191",0.755,0.838,1.59e-05,0.118,0,0.0687,126.877,0.454,0
"1064",0.731,0.469,1.04e-06,0.103,1,0.0326,98.963,0.618,0
"551",0.794,0.481,0.883,0.0833,1,0.149,114.003,0.314,1
"2006",0.526,0.825,1.39e-06,0.426,0,0.0875,150.181,0.108,0
"1401",0.679,0.126,0.000102,0.114,0,0.0369,129.75,0.114,0
"1042",0.631,0.658,0,0.22,1,0.0281,80.996,0.692,0
"1182",0.736,0.449,0.000162,0.0898,0,0.425,80.126,0.322,0
"1780",0.518,0.666,2.47e-05,0.289,1,0.0313,130.048,0.254,0
"1620",0.569,0.896,0.958,0.0633,1,0.0489,128.083,0.113,0
"1022",0.587,0.628,1.88e-06,0.122,1,0.0431,92.003,0.65,0
"1243",0.621,0.674,0,0.242,0,0.0323,92.994,0.255,0
"1170",0.747,0.799,0,0.0541,0,0.0405,104.02,0.537,0
"667",0.725,0.661,0,0.291,1,0.131,127.82,0.432,1
"306",0.725,0.918,0.0328,0.113,0,0.0676,125.009,0.191,1
"700",0.825,0.489,0,0.111,1,0.263,96.99,0.424,1
"1416",0.589,0.658,0,0.118,0,0.203,77.521,0.254,0
"1879",0.581,0.817,1.42e-06,0.246,1,0.0382,141.607,0.772,0
"631",0.624,0.752,0,0.131,1,0.121,134.021,0.862,1
"355",0.446,0.89,0.661,0.451,1,0.0308,170.002,0.503,1
"1440",0.67,0.792,0.881,0.101,1,0.0465,128.018,0.0348,0
"511",0.817,0.528,0,0.284,1,0.0656,100.997,0.161,1
"1646",0.51,0.747,0,0.233,1,0.0651,125.951,0.349,0
"1789",0.664,0.32,0,0.152,1,0.0322,141.916,0.71,0
"1150",0.703,0.868,0.132,0.104,0,0.0291,121.03,0.732,0
"1481",0.695,0.818,4.87e-06,0.0219,0,0.0334,119.965,0.923,0
"1453",0.738,0.646,0.00157,0.162,1,0.0611,125.923,0.401,0
"495",0.881,0.564,0,0.0983,1,0.232,100.032,0.36,1
"729",0.667,0.848,0.000213,0.317,0,0.05,119.975,0.895,1
"505",0.327,0.654,0.00442,0.0939,0,0.0364,102.532,0.262,1
"88",0.589,0.745,0.000406,0.376,1,0.076,99.407,0.76,1
"512",0.611,0.677,0.0698,0.241,0,0.034,166.04,0.233,1
"1393",0.768,0.743,0.00128,0.142,1,0.0455,89.983,0.692,0
"470",0.671,0.781,0,0.0718,1,0.311,134.02,0.684,1
"1559",0.428,0.3,0.658,0.168,1,0.034,122.667,0.221,0
"89",0.606,0.668,1.65e-05,0.0527,0,0.0729,158.859,0.958,1
"1808",0.494,0.542,0,0.101,1,0.0277,81.34,0.246,0
"394",0.646,0.892,0.00626,0.117,1,0.0331,119.998,0.935,1
"1992",0.544,0.788,0,0.141,0,0.0474,148.121,0.821,0
"34",0.742,0.559,0,0.0987,1,0.141,146.923,0.429,1
"990",0.468,0.88,0.00704,0.409,1,0.057,176.972,0.645,1
"1801",0.635,0.977,2.61e-06,0.241,0,0.0588,111.955,0.431,0
"1960",0.836,0.395,1.4e-05,0.0694,1,0.0336,104.058,0.575,0
"565",0.701,0.822,0.0526,0.0726,1,0.0366,129.03,0.739,1
"713",0.237,0.89,0.843,0.122,1,0.0599,169.792,0.308,1
"1291",0.401,0.7,0,0.0961,1,0.0368,81.049,0.171,0
"1812",0.616,0.401,0,0.161,1,0.0344,143.75,0.354,0
"39",0.747,0.705,0,0.126,0,0.126,136.024,0.571,1
"1571",0.458,0.217,0.805,0.194,1,0.0328,107.506,0.125,0
"842",0.571,0.839,0.0281,0.195,0,0.0517,127.356,0.813,1
"800",0.758,0.629,0.000144,0.109,0,0.106,112.575,0.26,1
"1856",0.485,0.332,0.000122,0.146,1,0.0338,130.813,0.255,0
"194",0.312,0.907,0.618,0.363,1,0.229,120.286,0.122,1
"1542",0.445,0.0978,0.915,0.121,1,0.0397,117.283,0.172,0
"1900",0.58,0.575,1.83e-05,0.0813,1,0.0231,92.934,0.372,0
"373",0.639,0.749,0.0294,0.153,0,0.0468,84.452,0.553,1
"577",0.749,0.647,0,0.142,1,0.137,146.024,0.196,1
"1623",0.583,0.748,0.0241,0.22,1,0.0292,142.029,0.234,0
"1262",0.704,0.928,0,0.345,1,0.0443,113.981,0.96,0
"397",0.785,0.573,0.403,0.0824,0,0.0416,126.465,0.626,1
